"jurisdiction_of_occurrence","mmwryear","mmwrweek","weekendingdate","allcause","naturalcause","septicemia_a40_a41","malignant_neoplasms_c00_c97","diabetes_mellitus_e10_e14","alzheimer_disease_g30","influenza_and_pneumonia_j10","chronic_lower_respiratory","other_diseases_of_respiratory","nephritis_nephrotic_syndrome","symptoms_signs_and_abnormal","diseases_of_heart_i00_i09","cerebrovascular_diseases","flag_otherresp","flag_inflpn","flag_nephr","flag_sept","flag_diab","flag_otherunk","flag_alz","flag_clrd","flag_stroke","flag_hd","flag_neopl"
"Vermont","2014","31","2014-08-02T00:00:00.000","115","103","0","31",NA,NA,"0",NA,"0",NA,"0","25",NA,NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2014","32","2014-08-09T00:00:00.000","118","108","0","33",NA,NA,NA,"11","0","0","0","23",NA,NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2014","33","2014-08-16T00:00:00.000","101","97",NA,"24",NA,NA,"0",NA,NA,"0","0","24",NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2014","34","2014-08-23T00:00:00.000","107","97",NA,"25",NA,NA,"0",NA,NA,"0",NA,"30",NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2014","35","2014-08-30T00:00:00.000","110","97","0","26","0",NA,"0",NA,NA,NA,"0","19",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2014","36","2014-09-06T00:00:00.000","88","79","0","30",NA,NA,NA,NA,"0","0","0","16",NA,NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2014","37","2014-09-13T00:00:00.000","101","90","0","24",NA,NA,NA,NA,NA,NA,NA,"26",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2014","38","2014-09-20T00:00:00.000","103","92",NA,"28",NA,NA,NA,NA,"0","0",NA,"26",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2014","39","2014-09-27T00:00:00.000","120","108","0","29",NA,NA,NA,NA,NA,NA,NA,"24",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2014","40","2014-10-04T00:00:00.000","120","115","0","30",NA,NA,"0",NA,"0",NA,"0","33",NA,NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2014","41","2014-10-11T00:00:00.000","119","107",NA,"32",NA,NA,NA,NA,NA,NA,"0","25",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2014","42","2014-10-18T00:00:00.000","105","97","0","30",NA,NA,"0",NA,NA,NA,"0","26",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2014","43","2014-10-25T00:00:00.000","116","104","0","32",NA,NA,NA,NA,NA,NA,"0","20",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2014","44","2014-11-01T00:00:00.000","97","83","0","30",NA,NA,NA,NA,NA,"0","0","17",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2014","45","2014-11-08T00:00:00.000","100","88",NA,"27",NA,NA,NA,NA,"0","0",NA,"26",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2014","46","2014-11-15T00:00:00.000","124","112","0","32",NA,NA,NA,NA,NA,NA,"0","29",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2014","47","2014-11-22T00:00:00.000","108","97","0","28",NA,NA,"0",NA,NA,"0","0","25",NA,"Suppressed (counts 1-9)",NA,NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2014","48","2014-11-29T00:00:00.000","99","91","0","15",NA,NA,NA,NA,NA,NA,"0","32",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2014","49","2014-12-06T00:00:00.000","108","101","0","25",NA,NA,NA,NA,NA,NA,NA,"23",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2014","50","2014-12-13T00:00:00.000","109","100",NA,"29",NA,NA,NA,NA,NA,"0","0","28",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2014","51","2014-12-20T00:00:00.000","102","96","0","27",NA,NA,"0",NA,NA,"0","0","34",NA,"Suppressed (counts 1-9)",NA,NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2014","52","2014-12-27T00:00:00.000","103","95",NA,"31",NA,NA,NA,NA,NA,NA,NA,"20",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2014","53","2015-01-03T00:00:00.000","128","113","0","27",NA,"11",NA,NA,NA,"0","0","35",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","1","2015-01-10T00:00:00.000","103","97","0","24",NA,NA,NA,NA,NA,"0","0","27",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","2","2015-01-17T00:00:00.000","121","116","0","23",NA,NA,NA,NA,"0",NA,NA,"26",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","3","2015-01-24T00:00:00.000","122","107",NA,"22",NA,NA,NA,NA,NA,"0",NA,"22",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","4","2015-01-31T00:00:00.000","132","123",NA,"27",NA,NA,NA,NA,NA,"0",NA,"26",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","5","2015-02-07T00:00:00.000","138","131",NA,"29",NA,NA,NA,NA,NA,NA,"0","28","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"Vermont","2015","7","2015-02-21T00:00:00.000","126","116","0","28",NA,NA,NA,"10",NA,"0",NA,"33",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2015","8","2015-02-28T00:00:00.000","120","113",NA,"23",NA,NA,"10",NA,NA,NA,"0","25",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","9","2015-03-07T00:00:00.000","110","103","0","22",NA,NA,"0",NA,"0",NA,NA,"27",NA,NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","10","2015-03-14T00:00:00.000","122","113",NA,"28",NA,NA,NA,NA,"0","0",NA,"27",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","11","2015-03-21T00:00:00.000","124","113","0","25",NA,"11",NA,NA,NA,NA,"0","17",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","12","2015-03-28T00:00:00.000","129","117","0","27",NA,NA,NA,NA,NA,"0",NA,"40",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","13","2015-04-04T00:00:00.000","114","104",NA,"27",NA,NA,NA,NA,NA,NA,"0","32",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","14","2015-04-11T00:00:00.000","108","100",NA,"27",NA,NA,NA,NA,"0",NA,"0","27",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","15","2015-04-18T00:00:00.000","136","131",NA,"39",NA,NA,NA,"11",NA,NA,"0","23",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2015","16","2015-04-25T00:00:00.000","111","103","0","29",NA,NA,"0",NA,NA,NA,"0","22",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","17","2015-05-02T00:00:00.000","123","107","0","28",NA,NA,"0","13",NA,NA,NA,"28",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2015","18","2015-05-09T00:00:00.000","99","88","0","23",NA,NA,NA,NA,NA,NA,NA,"21",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","19","2015-05-16T00:00:00.000","119","112",NA,"29",NA,NA,"0","10","0","0",NA,"34",NA,NA,NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2015","20","2015-05-23T00:00:00.000","109","98",NA,"25",NA,NA,NA,NA,NA,"0",NA,"24",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","21","2015-05-30T00:00:00.000","110","100","0","25",NA,NA,NA,NA,NA,"0","0","21",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","22","2015-06-06T00:00:00.000","99","95","0","25",NA,NA,"0",NA,"0","0","0","28",NA,NA,NA,NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","23","2015-06-13T00:00:00.000","105","95",NA,"15",NA,NA,NA,NA,"0","0","0","30",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","24","2015-06-20T00:00:00.000","93","82",NA,"25",NA,NA,NA,NA,"0","0","0","19",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","25","2015-06-27T00:00:00.000","110","100",NA,"30",NA,NA,"0",NA,NA,"0","0","23",NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","26","2015-07-04T00:00:00.000","91","84","0","27",NA,NA,"0",NA,NA,"0",NA,"14",NA,"Suppressed (counts 1-9)",NA,NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","27","2015-07-11T00:00:00.000","110","99","0","27",NA,NA,NA,NA,NA,NA,"0","23",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","28","2015-07-18T00:00:00.000","104","96","0","23","0",NA,NA,NA,NA,"0",NA,"24",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","29","2015-07-25T00:00:00.000","97","88",NA,"27",NA,NA,NA,NA,NA,NA,"0","13",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","30","2015-08-01T00:00:00.000","91","81","0","21",NA,NA,NA,NA,NA,"0","0","15",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","31","2015-08-08T00:00:00.000","104","89","0","26",NA,NA,"0",NA,"0","0",NA,"20",NA,NA,NA,NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","32","2015-08-15T00:00:00.000","104","95",NA,"23",NA,NA,"0",NA,NA,"0",NA,"21",NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","33","2015-08-22T00:00:00.000","100","84",NA,"27",NA,NA,"0",NA,NA,"0",NA,"28",NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","34","2015-08-29T00:00:00.000","102","89",NA,"29",NA,NA,"0",NA,NA,"0","0","20",NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","35","2015-09-05T00:00:00.000","85","73",NA,"19",NA,NA,"0",NA,NA,"0",NA,"16",NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","36","2015-09-12T00:00:00.000","111","101",NA,"27",NA,"12",NA,NA,NA,"0",NA,"26",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","37","2015-09-19T00:00:00.000","94","86","0","20",NA,NA,NA,NA,NA,NA,"0","23",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","38","2015-09-26T00:00:00.000","81","71","0","17",NA,NA,"0",NA,NA,"0","0","22",NA,"Suppressed (counts 1-9)",NA,NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","39","2015-10-03T00:00:00.000","104","98","0","33",NA,NA,NA,NA,NA,"0","0","20",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","40","2015-10-10T00:00:00.000","116","111",NA,"23",NA,NA,"0",NA,NA,NA,"0","27",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","41","2015-10-17T00:00:00.000","109","102",NA,"26",NA,NA,"0",NA,NA,NA,NA,"20",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","42","2015-10-24T00:00:00.000","114","106","0","35",NA,NA,NA,"10",NA,"0","0","23",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2015","43","2015-10-31T00:00:00.000","85","81","0","24",NA,NA,"0",NA,NA,NA,NA,"19",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","44","2015-11-07T00:00:00.000","123","109","0","25",NA,NA,NA,NA,NA,NA,NA,"30",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","45","2015-11-14T00:00:00.000","116","111","0","38",NA,NA,NA,NA,NA,NA,"0","19",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","46","2015-11-21T00:00:00.000","108","101",NA,"28",NA,NA,"0","10","0",NA,"0","24",NA,NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2015","47","2015-11-28T00:00:00.000","112","104",NA,"28",NA,NA,NA,NA,NA,NA,"0","23",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","48","2015-12-05T00:00:00.000","109","99","0","34",NA,NA,"0",NA,"0",NA,"0","22",NA,NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","49","2015-12-12T00:00:00.000","122","112",NA,"28",NA,NA,NA,NA,NA,NA,NA,"34",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","50","2015-12-19T00:00:00.000","115","104",NA,"24",NA,NA,NA,"11",NA,"0","0","27",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2015","51","2015-12-26T00:00:00.000","107","96",NA,"25",NA,NA,"0",NA,NA,"0",NA,"25",NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2015","52","2016-01-02T00:00:00.000","112","101",NA,"23",NA,NA,"0",NA,NA,NA,"0","35",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","1","2016-01-09T00:00:00.000","103","92","0","23",NA,NA,NA,NA,NA,"0","0","25",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","2","2016-01-16T00:00:00.000","113","100","0","27",NA,NA,NA,NA,"0",NA,NA,"24",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","3","2016-01-23T00:00:00.000","127","111","0","33",NA,NA,"0","11",NA,"0","0","20",NA,"Suppressed (counts 1-9)",NA,NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2016","4","2016-01-30T00:00:00.000","112","104","0","23",NA,NA,"0",NA,"0","0","0","26","14",NA,NA,NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"Vermont","2016","5","2016-02-06T00:00:00.000","127","119",NA,"27",NA,NA,NA,"12","0","0","0","27",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2016","6","2016-02-13T00:00:00.000","110","99","0","30",NA,NA,NA,NA,NA,NA,"0","22",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","7","2016-02-20T00:00:00.000","122","110","0","24",NA,NA,NA,NA,NA,"0",NA,"31",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","8","2016-02-27T00:00:00.000","116","107","0","19",NA,NA,NA,"10",NA,"0",NA,"36",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
